longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Final_Prediction
-118.17,33.98,41.0,428.0,111.0,585.0,139.0,3.1786,<1H OCEAN,134027.48
-122.29,37.89,52.0,2248.0,422.0,870.0,377.0,3.4732,NEAR BAY,234061.9
-118.22,33.98,34.0,2225.0,753.0,2980.0,736.0,1.6685,<1H OCEAN,122945.98
-118.3,34.09,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,<1H OCEAN,254301.05
-118.15,34.2,52.0,1786.0,306.0,1018.0,322.0,4.1518,INLAND,205971.17
-117.23,32.72,38.0,2827.0,581.0,972.0,558.0,3.2361,NEAR OCEAN,319991.5
-117.55,33.87,18.0,8136.0,1584.0,4976.0,1516.0,3.9414,INLAND,157416.94
-117.69,34.01,30.0,2598.0,573.0,2170.0,518.0,2.3,INLAND,115431.47
-121.91,36.62,52.0,1431.0,300.0,657.0,293.0,3.2865,<1H OCEAN,233389.3
-123.22,40.16,27.0,1848.0,449.0,396.0,150.0,2.8472,INLAND,85786.09
-118.14,34.04,43.0,1949.0,464.0,1216.0,457.0,3.3214,<1H OCEAN,199129.6
-119.74,36.75,47.0,2236.0,418.0,1042.0,397.0,2.9545,INLAND,84685.36
-118.18,34.05,38.0,3272.0,731.0,3299.0,726.0,2.8295,<1H OCEAN,167641.0
-122.13,37.68,45.0,2457.0,445.0,1129.0,422.0,4.0588,NEAR BAY,197638.9
-118.23,34.66,25.0,2627.0,387.0,1059.0,338.0,3.6382,INLAND,166698.8
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,<1H OCEAN,185236.45
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,NEAR BAY,135233.88
-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,<1H OCEAN,162847.47
-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,<1H OCEAN,391544.03
-122.48,37.64,7.0,120.0,21.0,50.0,27.0,12.5,NEAR OCEAN,300782.88
-122.41,37.79,52.0,2909.0,851.0,1711.0,830.0,3.0296,NEAR BAY,349263.72
-122.22,38.1,44.0,2256.0,451.0,1057.0,426.0,3.1204,NEAR BAY,135189.1
-121.83,37.95,17.0,1133.0,244.0,716.0,235.0,2.875,INLAND,123579.06
-117.71,33.51,12.0,4676.0,698.0,1543.0,598.0,6.379,<1H OCEAN,348050.28
-117.23,33.1,4.0,1862.0,291.0,685.0,248.0,7.745,NEAR OCEAN,414681.66
-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,4.2262,INLAND,198697.6
-117.8,33.67,4.0,3345.0,552.0,1525.0,539.0,6.7962,<1H OCEAN,307415.8
-122.0,39.94,27.0,852.0,176.0,464.0,148.0,1.7125,INLAND,72485.11
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,INLAND,186513.6
-121.91,37.31,16.0,2962.0,898.0,1555.0,795.0,2.5804,<1H OCEAN,199814.69
-117.07,32.69,28.0,1485.0,275.0,820.0,283.0,4.069,NEAR OCEAN,156371.6
-117.0,32.8,29.0,2045.0,398.0,912.0,368.0,3.0189,<1H OCEAN,156290.77
-121.32,37.67,21.0,1494.0,271.0,781.0,255.0,4.3015,INLAND,183984.03
-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,2.4777,<1H OCEAN,255545.05
-122.43,37.77,52.0,2514.0,729.0,1428.0,597.0,2.3977,NEAR BAY,300335.06
-122.02,37.31,35.0,2355.0,384.0,1248.0,378.0,5.9714,<1H OCEAN,330195.03
-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,INLAND,194521.02
-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,INLAND,73116.56
-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,<1H OCEAN,295209.78
-120.65,38.42,23.0,1538.0,305.0,730.0,267.0,2.6078,INLAND,105901.63
-121.33,38.68,13.0,5826.0,1411.0,2244.0,1219.0,1.9093,INLAND,130836.86
-117.97,33.75,32.0,1564.0,270.0,973.0,290.0,3.75,<1H OCEAN,197476.44
-121.44,37.75,16.0,2229.0,458.0,1199.0,445.0,3.4821,INLAND,153060.17
-121.51,38.26,52.0,910.0,212.0,429.0,212.0,1.6458,INLAND,123655.914
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,NEAR BAY,140640.69
-122.08,37.65,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,NEAR BAY,154508.61
-122.49,37.78,47.0,2695.0,643.0,1505.0,644.0,3.0877,NEAR BAY,332912.6
-120.42,38.42,18.0,2912.0,663.0,999.0,411.0,2.7344,INLAND,120980.94
-118.13,34.16,52.0,1872.0,357.0,984.0,364.0,4.0,<1H OCEAN,247670.48
-117.01,34.9,36.0,2181.0,555.0,1404.0,492.0,2.3077,INLAND,40044.516
-117.24,32.74,43.0,2216.0,375.0,918.0,388.0,5.5289,NEAR OCEAN,363789.2
-118.15,33.84,29.0,2448.0,354.0,894.0,349.0,7.6526,<1H OCEAN,391831.6
-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,<1H OCEAN,208470.69
-118.36,33.94,38.0,2169.0,688.0,3036.0,639.0,2.3125,<1H OCEAN,141384.55
-118.19,33.99,36.0,1273.0,379.0,1398.0,353.0,2.4516,<1H OCEAN,137697.44
-121.9,37.31,52.0,2125.0,431.0,1014.0,443.0,5.8186,<1H OCEAN,341961.22
-118.43,34.29,38.0,1237.0,298.0,1073.0,293.0,3.6726,<1H OCEAN,154401.88
-121.08,38.93,14.0,4239.0,824.0,1729.0,794.0,2.4278,INLAND,153132.39
-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,INLAND,88095.3
-122.18,37.91,31.0,7200.0,876.0,2428.0,843.0,10.9405,NEAR BAY,426217.47
-121.42,38.6,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,INLAND,105668.08
-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,NEAR OCEAN,175616.48
-117.88,33.7,18.0,2135.0,373.0,1464.0,405.0,5.4836,<1H OCEAN,215061.38
-120.97,37.73,19.0,3725.0,543.0,1412.0,463.0,5.7476,INLAND,229241.02
-121.63,39.15,16.0,1547.0,418.0,940.0,400.0,1.5613,INLAND,85846.555
-120.27,37.12,42.0,1142.0,236.0,597.0,210.0,1.7279,INLAND,79417.51
-121.96,37.43,18.0,2514.0,578.0,2205.0,545.0,3.3859,<1H OCEAN,190560.1
-118.32,34.17,45.0,3448.0,690.0,1562.0,643.0,4.0648,<1H OCEAN,295888.12
-117.95,33.78,26.0,4115.0,883.0,2184.0,825.0,3.9536,<1H OCEAN,228136.52
-121.87,37.3,14.0,360.0,124.0,134.0,84.0,2.7411,<1H OCEAN,255161.61
-117.23,34.11,22.0,1162.0,221.0,995.0,244.0,2.5875,INLAND,85646.52
-117.96,33.85,36.0,1951.0,365.0,1254.0,358.0,4.8438,<1H OCEAN,181329.0
-122.42,37.79,52.0,2737.0,1241.0,1761.0,1029.0,1.8068,NEAR BAY,355659.62
-120.08,39.23,19.0,1746.0,306.0,251.0,104.0,4.8182,INLAND,187452.67
-118.25,34.02,50.0,180.0,89.0,356.0,76.0,2.1944,<1H OCEAN,114124.59
-119.33,36.19,27.0,418.0,163.0,332.0,141.0,1.0714,INLAND,66754.21
-120.56,35.07,14.0,6788.0,1216.0,2866.0,1036.0,3.3603,<1H OCEAN,203009.06
-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2.25,NEAR OCEAN,122429.9
-118.2,34.13,30.0,3369.0,824.0,2032.0,795.0,4.0052,<1H OCEAN,255623.05
-117.22,32.81,24.0,730.0,196.0,335.0,203.0,3.5078,NEAR OCEAN,189194.34
-118.41,34.0,18.0,1307.0,441.0,884.0,456.0,2.9338,<1H OCEAN,302583.44
-119.71,36.81,19.0,1648.0,368.0,557.0,354.0,1.7969,INLAND,92989.26
-118.44,34.06,28.0,3910.0,959.0,1763.0,867.0,5.5,<1H OCEAN,446334.28
-117.97,33.84,34.0,874.0,153.0,549.0,153.0,4.8667,<1H OCEAN,187559.22
-119.63,36.32,36.0,1518.0,287.0,749.0,255.0,2.2333,INLAND,68519.84
-118.53,34.04,45.0,1711.0,264.0,735.0,261.0,9.1078,<1H OCEAN,493104.2
-117.93,34.07,36.0,1207.0,209.0,683.0,213.0,5.3559,<1H OCEAN,213577.17
-117.31,34.08,40.0,2011.0,495.0,1528.0,469.0,1.9375,INLAND,68058.74
-122.44,37.7,6.0,3523.0,664.0,1705.0,608.0,4.9318,NEAR OCEAN,255627.94
-122.04,37.34,23.0,2590.0,725.0,1795.0,680.0,3.16,<1H OCEAN,231618.0
-121.26,38.65,17.0,2655.0,421.0,991.0,384.0,4.6484,INLAND,194900.55
-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,<1H OCEAN,186860.97
-118.29,34.09,35.0,2198.0,998.0,3441.0,912.0,2.0467,<1H OCEAN,173471.95
-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,INLAND,110379.58
-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,<1H OCEAN,208346.25
-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,<1H OCEAN,173533.0
-117.95,33.7,17.0,5781.0,924.0,2585.0,915.0,5.343,<1H OCEAN,272968.25
-123.82,40.12,33.0,2985.0,591.0,1221.0,486.0,2.087,<1H OCEAN,90416.375
-118.36,33.86,37.0,1249.0,218.0,583.0,214.0,5.7422,<1H OCEAN,318387.25
-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,<1H OCEAN,185455.88
-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,NEAR BAY,171656.16
-120.18,36.59,25.0,948.0,198.0,613.0,171.0,2.3026,INLAND,72899.15
-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,INLAND,167326.84
-117.96,33.82,29.0,2176.0,468.0,1632.0,428.0,3.707,<1H OCEAN,175967.28
-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,INLAND,131223.83
-121.35,38.68,18.0,7923.0,1558.0,3789.0,1473.0,3.5403,INLAND,122520.38
-121.73,36.9,23.0,2392.0,721.0,3074.0,718.0,2.5195,<1H OCEAN,154126.23
-117.18,34.08,28.0,2243.0,399.0,1464.0,379.0,3.2105,INLAND,86549.4
-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,INLAND,79139.3
-119.74,36.65,19.0,2546.0,463.0,1257.0,418.0,2.9013,INLAND,89331.375
-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,<1H OCEAN,175812.12
-118.13,34.2,45.0,1213.0,206.0,529.0,231.0,5.6629,INLAND,288883.4
-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,NEAR OCEAN,242707.95
-118.5,34.2,42.0,1558.0,322.0,884.0,334.0,2.2304,<1H OCEAN,202999.95
-117.97,33.72,24.0,2991.0,500.0,1437.0,453.0,5.4286,<1H OCEAN,261618.61
-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,<1H OCEAN,409274.16
-119.71,36.83,5.0,1087.0,338.0,623.0,362.0,1.8061,INLAND,111505.47
-117.89,33.88,27.0,2091.0,336.0,1037.0,332.0,5.7519,<1H OCEAN,269293.25
-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,<1H OCEAN,155698.22
-114.62,33.62,26.0,18.0,3.0,5.0,3.0,0.536,INLAND,118769.27
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,NEAR BAY,202437.69
-118.25,33.97,32.0,879.0,257.0,1057.0,230.0,1.6776,<1H OCEAN,117064.45
-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,NEAR BAY,179476.64
-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,INLAND,268420.88
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,<1H OCEAN,271382.94
-118.22,34.52,7.0,4524.0,735.0,2298.0,717.0,6.5538,INLAND,291614.7
-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,<1H OCEAN,216899.4
-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,NEAR OCEAN,134319.19
-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,INLAND,97485.74
-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,NEAR BAY,487839.6
-122.46,37.72,37.0,1833.0,388.0,1093.0,363.0,3.0703,NEAR OCEAN,251055.94
-118.07,33.93,5.0,906.0,187.0,1453.0,158.0,4.125,<1H OCEAN,158887.23
-121.82,37.28,33.0,2873.0,489.0,1946.0,475.0,5.0709,<1H OCEAN,224093.0
-121.9,36.58,31.0,1431.0,,704.0,393.0,3.1977,NEAR OCEAN,288915.4
-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,INLAND,204809.34
-121.3,38.13,26.0,2256.0,360.0,937.0,372.0,5.0528,INLAND,164007.94
-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,<1H OCEAN,392623.47
-118.23,34.14,33.0,2865.0,864.0,2061.0,790.0,2.6268,<1H OCEAN,207257.73
-119.72,34.43,27.0,984.0,299.0,777.0,313.0,2.5694,<1H OCEAN,272485.94
-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,<1H OCEAN,217860.83
-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2.32,NEAR OCEAN,114200.91
-118.19,34.04,39.0,1074.0,323.0,1613.0,308.0,2.3015,<1H OCEAN,138666.69
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,<1H OCEAN,217065.94
-118.09,33.96,20.0,1911.0,472.0,1407.0,465.0,2.7647,<1H OCEAN,158277.73
-119.9,37.49,13.0,2230.0,443.0,920.0,361.0,3.0,INLAND,111033.695
-117.49,33.64,3.0,8874.0,1302.0,3191.0,1027.0,6.8588,<1H OCEAN,319534.47
-121.36,38.01,16.0,926.0,230.0,451.0,198.0,4.0221,INLAND,138887.4
-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,INLAND,78669.98
-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,<1H OCEAN,334650.47
-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,NEAR OCEAN,221889.33
-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,<1H OCEAN,229090.5
-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,<1H OCEAN,379797.1
-118.35,33.98,33.0,1884.0,477.0,1518.0,449.0,3.1194,<1H OCEAN,185737.84
-121.72,38.0,7.0,7957.0,1314.0,4460.0,1293.0,4.9618,INLAND,177067.8
-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,<1H OCEAN,214844.36
-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,<1H OCEAN,162576.06
-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,<1H OCEAN,380734.6
-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,INLAND,57367.207
-122.38,37.58,52.0,1704.0,226.0,671.0,243.0,8.4704,NEAR OCEAN,491854.03
-117.84,33.74,22.0,6072.0,1802.0,4715.0,1666.0,3.1353,<1H OCEAN,178516.66
-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,<1H OCEAN,168338.11
-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,NEAR OCEAN,317236.7
-119.35,35.59,14.0,2719.0,502.0,1497.0,457.0,3.176,INLAND,80489.95
-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,INLAND,119549.44
-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,<1H OCEAN,180108.73
-117.7,33.64,15.0,5743.0,773.0,2380.0,773.0,8.1926,<1H OCEAN,382327.47
-117.65,34.04,28.0,2360.0,607.0,2623.0,592.0,2.5048,INLAND,110194.22
-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,INLAND,133929.36
-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,<1H OCEAN,151806.75
-118.28,33.99,49.0,2174.0,481.0,1861.0,484.0,1.7159,<1H OCEAN,96891.53
-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,<1H OCEAN,262594.6
-119.35,36.42,18.0,1115.0,193.0,1742.0,176.0,2.7969,INLAND,115901.36
-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,NEAR OCEAN,304807.44
-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,INLAND,140613.7
-122.48,38.48,29.0,2278.0,397.0,765.0,322.0,4.6379,INLAND,253369.58
-119.73,36.52,20.0,1741.0,331.0,1466.0,289.0,2.5921,INLAND,72871.055
-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,NEAR BAY,409188.06
-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,<1H OCEAN,372092.8
-118.04,33.85,24.0,2233.0,347.0,1162.0,355.0,5.6094,<1H OCEAN,256317.28
-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,<1H OCEAN,165045.16
-122.58,38.1,22.0,11872.0,2300.0,5600.0,2200.0,4.6463,NEAR BAY,261555.78
-118.47,34.04,21.0,5041.0,1491.0,2719.0,1420.0,3.5335,<1H OCEAN,383048.8
-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,<1H OCEAN,100104.52
-117.29,34.14,52.0,1683.0,266.0,646.0,256.0,4.0481,INLAND,157353.12
-119.49,37.1,24.0,2532.0,555.0,1564.0,507.0,2.3359,INLAND,79351.17
-122.7,38.45,26.0,2011.0,557.0,855.0,530.0,1.125,<1H OCEAN,115015.805
-121.9,37.44,12.0,4228.0,734.0,2594.0,732.0,6.6086,<1H OCEAN,301099.78
-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,INLAND,122960.55
-121.27,38.12,44.0,2356.0,482.0,1043.0,443.0,2.4949,INLAND,97675.195
-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,NEAR OCEAN,248120.47
-119.54,36.51,36.0,49.0,7.0,28.0,2.0,4.625,INLAND,104388.195
-118.41,33.97,44.0,2298.0,388.0,849.0,360.0,5.5941,<1H OCEAN,389619.38
-120.85,37.51,15.0,1131.0,285.0,728.0,281.0,1.5531,INLAND,106937.45
-122.42,37.75,52.0,1207.0,302.0,1008.0,269.0,3.3816,NEAR BAY,256351.2
-118.28,33.98,47.0,865.0,193.0,782.0,217.0,2.2411,<1H OCEAN,104540.21
-118.27,33.82,39.0,1357.0,249.0,763.0,229.0,4.25,<1H OCEAN,214102.55
-117.01,32.73,22.0,2526.0,530.0,1556.0,529.0,2.8646,NEAR OCEAN,140029.72
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,NEAR BAY,210404.81
-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,NEAR OCEAN,529915.3
-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,<1H OCEAN,323110.3
-122.35,37.96,35.0,1326.0,346.0,1023.0,295.0,2.0724,NEAR BAY,83317.086
-118.43,34.16,41.0,2050.0,478.0,850.0,490.0,3.4208,<1H OCEAN,317429.47
-118.3,33.93,29.0,2228.0,396.0,1140.0,352.0,3.7969,<1H OCEAN,225686.12
-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,INLAND,139930.23
-117.27,33.0,36.0,2426.0,454.0,1085.0,420.0,5.1523,NEAR OCEAN,338808.66
-122.41,37.63,35.0,865.0,226.0,602.0,217.0,3.0,NEAR OCEAN,258907.44
-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,NEAR OCEAN,196787.42
-118.45,33.99,45.0,1132.0,269.0,654.0,264.0,4.5673,<1H OCEAN,335130.6
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,<1H OCEAN,177357.23
-121.34,38.59,22.0,3273.0,480.0,1151.0,463.0,8.05,INLAND,350141.3
-118.64,34.22,16.0,4312.0,574.0,1902.0,574.0,8.4438,<1H OCEAN,415985.6
-117.94,33.88,46.0,1747.0,312.0,770.0,296.0,5.4217,<1H OCEAN,293563.2
-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,<1H OCEAN,281417.72
-117.02,32.73,22.0,5201.0,865.0,3280.0,817.0,4.7952,NEAR OCEAN,177029.02
-118.09,34.15,45.0,1345.0,356.0,749.0,327.0,2.8007,INLAND,217825.92
-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,NEAR BAY,302616.44
-117.24,34.14,6.0,2383.0,606.0,1301.0,488.0,3.016,INLAND,110204.05
-118.58,34.21,27.0,2209.0,353.0,1034.0,344.0,4.7125,<1H OCEAN,261018.05
-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,<1H OCEAN,180815.33
-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,<1H OCEAN,454454.38
-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,<1H OCEAN,209571.86
-122.45,38.01,36.0,4501.0,832.0,2196.0,800.0,4.3182,NEAR BAY,265834.78
-117.69,36.13,25.0,1709.0,439.0,632.0,292.0,1.7868,INLAND,69625.7
-118.18,34.03,26.0,859.0,255.0,835.0,232.0,1.1929,<1H OCEAN,141840.53
-122.44,37.78,37.0,1235.0,314.0,481.0,297.0,3.6875,NEAR BAY,367139.0
-117.99,34.08,35.0,1032.0,207.0,954.0,191.0,2.8906,INLAND,128231.42
-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,<1H OCEAN,484178.34
-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,<1H OCEAN,206318.19
-122.33,38.29,14.0,3541.0,499.0,1577.0,459.0,5.3351,NEAR BAY,207321.14
-119.82,36.79,35.0,1474.0,291.0,709.0,294.0,2.6522,INLAND,67051.69
-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,<1H OCEAN,191149.75
-122.53,37.87,20.0,1814.0,282.0,658.0,253.0,7.9977,NEAR BAY,521873.56
-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,<1H OCEAN,97620.03
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,<1H OCEAN,284532.72
-120.46,37.29,30.0,2972.0,635.0,1940.0,590.0,2.3594,INLAND,68309.57
-121.97,36.97,24.0,3665.0,870.0,1954.0,833.0,2.8036,NEAR OCEAN,236352.55
-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,NEAR OCEAN,189299.05
-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,NEAR OCEAN,150421.2
-117.11,32.69,39.0,395.0,159.0,620.0,162.0,2.725,NEAR OCEAN,125832.48
-117.88,33.82,17.0,2247.0,705.0,1382.0,618.0,3.8631,<1H OCEAN,187162.05
-122.48,37.69,43.0,2661.0,455.0,1384.0,456.0,4.2421,NEAR OCEAN,266283.28
-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,<1H OCEAN,178601.83
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,<1H OCEAN,164705.19
-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,INLAND,65485.316
-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,INLAND,141277.08
-120.71,37.38,14.0,1979.0,432.0,1756.0,382.0,2.6923,INLAND,98629.51
-121.36,37.99,8.0,1801.0,380.0,684.0,350.0,4.2589,INLAND,155880.69
-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,<1H OCEAN,139949.52
-118.15,33.94,37.0,1594.0,321.0,1003.0,323.0,3.3289,<1H OCEAN,165303.9
-118.11,34.15,40.0,1950.0,509.0,1038.0,438.0,2.6172,<1H OCEAN,236488.72
-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2.3641,NEAR OCEAN,108658.336
-122.67,38.33,4.0,8072.0,1606.0,4323.0,1475.0,3.9518,<1H OCEAN,178525.31
-118.14,34.06,37.0,1339.0,258.0,706.0,238.0,4.7569,<1H OCEAN,243063.52
-118.27,34.0,43.0,1638.0,434.0,1213.0,390.0,1.3403,<1H OCEAN,110717.88
-118.31,33.67,42.0,1297.0,246.0,611.0,242.0,5.3074,NEAR OCEAN,371117.88
-122.23,40.57,18.0,1633.0,243.0,750.0,252.0,5.1585,INLAND,162336.1
-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,NEAR OCEAN,152106.42
-118.51,34.0,52.0,1241.0,502.0,679.0,459.0,2.3098,<1H OCEAN,373499.88
-118.09,33.74,44.0,1671.0,390.0,871.0,367.0,4.6369,NEAR OCEAN,385695.16
-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,INLAND,104058.54
-117.22,32.75,26.0,696.0,185.0,384.0,184.0,2.6121,NEAR OCEAN,170763.48
-122.04,37.62,35.0,1032.0,173.0,453.0,176.0,6.396,NEAR BAY,318155.78
-117.22,34.07,8.0,3065.0,692.0,1440.0,666.0,3.2368,INLAND,116339.05
-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5.2563,INLAND,194648.84
-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,NEAR OCEAN,73106.8
-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,NEAR BAY,418654.9
-118.24,33.96,34.0,1724.0,432.0,1876.0,416.0,2.1078,<1H OCEAN,117728.62
-119.08,35.32,8.0,11609.0,2141.0,5696.0,2100.0,5.0012,INLAND,131591.16
-119.29,34.28,38.0,2387.0,748.0,1537.0,741.0,2.3147,NEAR OCEAN,210650.98
-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,<1H OCEAN,95919.12
-122.14,37.44,52.0,3117.0,468.0,1114.0,421.0,6.6756,NEAR BAY,487420.22
-117.13,32.58,27.0,2511.0,615.0,1427.0,576.0,3.1645,NEAR OCEAN,161566.0
-119.67,36.33,19.0,1241.0,244.0,850.0,237.0,2.9375,INLAND,70037.62
-122.43,37.81,39.0,3275.0,837.0,1137.0,725.0,3.7679,NEAR BAY,431345.78
-121.39,38.63,30.0,2930.0,739.0,1661.0,668.0,2.7813,INLAND,105145.95
-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,<1H OCEAN,302599.34
-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,<1H OCEAN,210596.39
-118.79,34.14,7.0,3003.0,504.0,1143.0,466.0,5.8548,NEAR OCEAN,407654.97
-117.82,34.13,27.0,3770.0,573.0,1606.0,562.0,6.1321,INLAND,266894.7
-114.57,33.57,20.0,1454.0,326.0,624.0,262.0,1.925,INLAND,69634.96
-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,INLAND,499806.9
-117.72,34.1,32.0,3241.0,895.0,1592.0,810.0,2.4952,INLAND,144669.67
-118.25,33.91,36.0,1950.0,365.0,1125.0,374.0,3.1111,<1H OCEAN,155209.62
-121.71,38.56,20.0,8627.0,1516.0,4071.0,1466.0,4.2198,INLAND,183638.12
-122.02,38.02,44.0,1465.0,247.0,817.0,237.0,4.8693,NEAR BAY,164562.72
-122.08,37.39,4.0,2292.0,,1050.0,584.0,4.8036,NEAR BAY,287679.2
-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,NEAR OCEAN,253808.4
-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,<1H OCEAN,234454.42
-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,<1H OCEAN,98925.305
